genes	hgnc_synonyms	hgnc_genes	phenotype	phenotypeInheritance	geneMimNumber	phenotypeMimNumber	chromosome	comments
ALPL|HOPS|TNSALP	ALPL|ALPL|ALPL	ALPL	Hypophosphatasia, adult	Autosomal dominant; Autosomal recessive	171760	146300	1	NA
RAP1GA1	RAP1GAP	RAP1GAP	NA	NA	600278	NA	1	NA
HSPG2|PLC|SJS|SJA|SJS1	HSPG2|NA|NA|NA|HSPG2	HSPG2	Schwartz-Jampel syndrome, type 1	Autosomal recessive	142461	255800	1	NA
HSPG2|PLC|SJS|SJA|SJS1	HSPG2|NA|NA|NA|HSPG2	HSPG2	Dyssegmental dysplasia, Silverman-Handmaker type	Autosomal recessive	142461	224410	1	NA
CDC42|TKS	CDC42|NA	CDC42	Takenouchi-Kosaki syndrome	None	116952	616737	1	NA
WNT4|SERKAL	WNT4|NA	WNT4	Mullerian aplasia and hyperandrogenism	Autosomal dominant	603490	158330	1	NA
WNT4|SERKAL	WNT4|NA	WNT4	SERKAL syndrome	None	603490	611812	1	NA
ZBTB40|KIAA0478	ZBTB40|ZBTB40	ZBTB40	NA	NA	612106	NA	1	NA
EPHA8|EEK|HEK3	EPHA8|EPHA8|NA	EPHA8	NA	NA	176945	NA	1	NA
C1QA	C1QA	C1QA	C1q deficiency	Autosomal recessive	120550	613652	1	NA
C1QC|C1QG	C1QC|C1QC	C1QC	C1q deficiency	Autosomal recessive	120575	613652	1	NA
C1QB	C1QB	C1QB	C1q deficiency	Autosomal recessive	120570	613652	1	NA
EPHB2|EPHT3|DRT|ERK|PCBC|CAPB	EPHB2|EPHB2|EPHB2|EPHB2,MAPK1|NA|NA	EPHB2,MAPK1	Prostate cancer/brain cancer susceptibility, somatic	None	600997	603688	1	NA
KDM1A|LSD1|AOF2|BHC110|KIAA0601|CPRF	KDM1A|KDM1A|KDM1A|KDM1A|KDM1A|NA	KDM1A	Cleft palate, psychomotor retardation, and distinctive facial features	None	609132	616728	1	NA
LUZP1	LUZP1	LUZP1	NA	NA	601422	NA	1	NA
HTR1D	HTR1D	HTR1D	NA	NA	182133	NA	1	NA
HNRPR|HNRNPR	HNRNPR|HNRNPR	HNRNPR	NA	NA	607201	NA	1	NA
ZNF436|KIAA1710	ZNF436|ZNF436	ZNF436	NA	NA	611703	NA	1	NA
TCEA3	TCEA3	TCEA3	NA	NA	604128	NA	1	NA
ASAP3|UPLC1|CENTB6|DDEFL1|ACAP4	ASAP3|ASAP3|ASAP3|ASAP3|NA	ASAP3	NA	NA	616594	NA	1	NA
E2F2	E2F2	E2F2	NA	NA	600426	NA	1	NA
ID3	ID3	ID3	NA	NA	600277	NA	1	NA
MDS2	MDS2	MDS2	NA	NA	607305	NA	1	fused with ETV6 in myelodysplastic syndrome
RPL11|DBA7	RPL11|NA	RPL11	Diamond-Blackfan anemia 7	None	604175	612562	1	NA
TCEB3	TCEB3	TCEB3	NA	NA	600786	NA	1	NA
LYPLA2|APT2	LYPLA2|NA	LYPLA2	NA	NA	616143	NA	1	NA
GALE	GALE	GALE	Galactose epimerase deficiency	Autosomal recessive	606953	230350	1	NA
HMGCL	HMGCL	HMGCL	HMG-CoA lyase deficiency	Autosomal recessive	613898	246450	1	NA
FUCA1	FUCA1	FUCA1	Fucosidosis	Autosomal recessive	612280	230000	1	8cM distal to RH; pseudogene on 2q31-q32
CNR2|CB2|CX5	CNR2,PCDHA6|CNR2|NA	CNR2,PCDHA6	NA	NA	605051	NA	1	NA
PNRC2	PNRC2	PNRC2	NA	NA	611882	NA	1	NA
SRSF10|FUSIP1|TASR|TASR1|TASR2	SRSF10|SRSF10|NA|SRSF10|SRSF10	SRSF10	NA	NA	605221	NA	1	pseudogenes on chr. 9, 12, 20
MYOM3	MYOM3	MYOM3	NA	NA	616832	NA	1	NA
IFNLR1|IL28RA	IFNLR1|IFNLR1	IFNLR1	NA	NA	607404	NA	1	NA
GRHL3|SOM|TFCP2L4|VWS2	GRHL3|GRHL3|GRHL3|NA	GRHL3	Van der Woude syndrome 2	Autosomal dominant	608317	606713	1	NA
STPG1|MAPO2|C1orf201	STPG1|STPG1|STPG1	STPG1	NA	NA	615826	NA	1	NA
RCAN3|DSCR1L2|MCIP3	RCAN3|RCAN3|NA	RCAN3	NA	NA	605860	NA	1	NA
SRRM1|SRM160	SRRM1|SRRM1	SRRM1	NA	NA	605975	NA	1	NA
RUNX3|CBFA3|PEBP2A3|AML2	RUNX3|RUNX3|RUNX3|RUNX3	RUNX3	NA	NA	600210	NA	1	NA
SYF2|P29	SYF2|PRTN3	SYF2,PRTN3	NA	NA	607090	NA	1	NA
RHD	RHD	RHD	Rh-negative blood type	None	111680	NA	1	NA
TMEM50A|SMP1	TMEM50A|TMEM50A	TMEM50A	NA	NA	605348	NA	1	between RHD and RHCE
RHCE	RHCE	RHCE	Blood group, Rhesus	None	111700	111690	1	?order: C-E-D
RHCE	RHCE	RHCE	Rh-null disease, amorph type	None	111700	NA	1	?order: C-E-D
TMEM57|FLJ10747	TMEM57|TMEM57	TMEM57	NA	NA	610301	NA	1	NA
LDLRAP1|ARH|FHCB2|FHCB1	LDLRAP1|LDLRAP1|LDLRAP1|LDLRAP1	LDLRAP1	Hypercholesterolemia, familial, autosomal recessive	None	605747	603813	1	NA
MAN1C1	MAN1C1	MAN1C1	NA	NA	616772	NA	1	NA
SEPN1|SELN|RSMD1|CFTD	SEPN1|NA|SEPN1|MPFD	MPFD,SEPN1	Muscular dystrophy, rigid spine, 1	Autosomal recessive	606210	602771	1	NA
SEPN1|SELN|RSMD1|CFTD	SEPN1|NA|SEPN1|MPFD	MPFD,SEPN1	Myopathy, congenital, with fiber-type disproportion	Autosomal dominant; Autosomal recessive	606210	255310	1	NA
PAQR7|MPRA|PGLP	PAQR7|PAQR7|NA	PAQR7	NA	NA	607779	NA	1	NA
STMN1|LAP18|SMN	STMN1|STMN1|SNRPN,STMN1	SNRPN,STMN1	NA	NA	151442	NA	1	NA
PAFAH2	PAFAH2	PAFAH2	NA	NA	602344	NA	1	NA
EXTL1	EXTL1	EXTL1	NA	NA	601738	NA	1	NA
SLC30A2|ZNT2|TNZD	SLC30A2|SLC30A2|NA	SLC30A2	Zinc deficiency, transient neonatal	Autosomal dominant	609617	608118	1	NA
TRIM63|RNF28|SMRZ|MURF1	TRIM63|TRIM63|TRIM63|NA	TRIM63	NA	NA	606131	NA	1	NA
PDIK1L	PDIK1L	PDIK1L	NA	NA	610785	NA	1	NA
ZNF593|ZT86	ZNF593|ZNF593	ZNF593	NA	NA	616698	NA	1	NA
CNKSR1|CNK1	CNKSR1|CNKSR1	CNKSR1	NA	NA	603272	NA	1	NA
CATSPER4	CATSPER4	CATSPER4	NA	NA	609121	NA	1	NA
SH3BGRL3	SH3BGRL3	SH3BGRL3	NA	NA	615679	NA	1	NA
UBXN11|SOC	UBXN11|UBXN11	UBXN11	NA	NA	609151	NA	1	NA
CD52|CDW52	CD52|CD52	CD52	NA	NA	114280	NA	1	NA
ZNF683|HOBIT	ZNF683|NA	ZNF683	NA	NA	616775	NA	1	NA
LIN28|LIN28A	LIN28A|LIN28A	LIN28A	NA	NA	611043	NA	1	NA
DHDDS|HDS|RP59	DHDDS|DHDDS|DHDDS	DHDDS	Retinitis pigmentosa 59	Autosomal recessive	608172	613861	1	NA
HMGN2|HMG17	HMGN2|HMGN2	HMGN2	NA	NA	163910	NA	1	NA
RPS6KA1|RSK1	RPS6KA1|RPS6KA1	RPS6KA1	NA	NA	601684	NA	1	NA
ARID1A|C1orf4|B120|SMARCF1|MRD14	ARID1A|ARID1A|ARID1A|ARID1A|NA	ARID1A	Mental retardation, autosomal dominant 14	None	603024	614607	1	NA
PIGV|HPMRS1	PIGV|NA	PIGV	Hyperphosphatasia with mental retardation syndrome 1	Autosomal recessive	610274	239300	1	NA
SFN	REXO2,SFN	SFN,REXO2	NA	NA	601290	NA	1	NA
NUDC	NUDC	NUDC	NA	NA	610325	NA	1	NA
NR0B2|SHP	NR0B2|NR0B2	NR0B2	Obesity, mild, early-onset	Autosomal dominant; Autosomal recessive; Multifactorial	604630	601665	1	NA
KDF1|C1orf172	KDF1|KDF1	KDF1	NA	NA	616758	NA	1	NA
TRNP1	TRNP1,TRL-AAG2-1,TRP-AGG2-3,TRP-AGG2-4	TRNP1,TRL-AAG2-1,TRP-AGG2-3,TRP-AGG2-4	NA	NA	616824	NA	1	NA
SLC9A1|NHE1|APNH|LIKNS	SLC9A1|SLC9A1|SLC9A1|NA	SLC9A1	?Lichtenstein-Knorr syndrome	Autosomal recessive	107310	616291	1	mutation identified in 1 LIKNS family
SYTL1|SLP1|JFC1	SYTL1|SUCO,SYTL1|SYTL1	SYTL1,SUCO	NA	NA	608042	NA	1	NA
MAP3K6|MAPKKK6|ASK2	MAP3K6|MAP3K6|MAP3K6	MAP3K6	NA	NA	604468	NA	1	NA
FCN3|HAKA1	FCN3|FCN3	FCN3	Immunodeficiency due to ficolin 3 deficiency	None	604973	613860	1	NA
GPR3	GPR3	GPR3	NA	NA	600241	NA	1	NA
WASF2|WAVE2|SCAR2	WASF2|WASF2|SCAR2,WASF2	SCAR2,WASF2	NA	NA	605875	NA	1	?pseudogene on Xp11.21
AHDC1|MRD25	AHDC1|NA	AHDC1	Xia-Gibbs syndrome	Autosomal dominant	615790	615829	1	NA
EBVS1	EBVS1	EBVS1	NA	NA	132850	NA	1	NA
FGR|SRC2	FGR|FGR	FGR	NA	NA	164940	NA	1	same as SRC2
G1P3|IFI616	IFI6|IFI6	IFI6	NA	NA	147572	NA	1	NA
PPP1R8|NIPP1|ARD1	PPP1R8|PPP1R8|NAA10,PPP1R8,TRIM23	PPP1R8,NAA10,TRIM23	NA	NA	602636	NA	1	NA
RPA2	POLR1B,RPA2	POLR1B,RPA2	NA	NA	179836	NA	1	NA
EYA3	EYA3	EYA3	NA	NA	601655	NA	1	NA
PTAFR	PTAFR	PTAFR	NA	NA	173393	NA	1	NA
ATP1F1|IF1	NA|NA	NA	NA	NA	614981	NA	1	NA
SEST2|HI95	SESN2|SESN2	SESN2	NA	NA	607767	NA	1	NA
MED18	MED18	MED18	NA	NA	612384	NA	1	NA
PHACTR4	PHACTR4	PHACTR4	NA	NA	608726	NA	1	NA
CHC1|RCC1	RCC1|RCC1	RCC1	NA	NA	179710	NA	1	NA
RNU17D|U17HG	SNHG3|SNHG3	SNHG3	NA	NA	603238	NA	1	NA
RNU17A|RNE1	SNORA73A|SNORA73A	SNORA73A	NA	NA	180645	NA	1	in IVS1 of CHC1
RNU17B	SNORA73B	SNORA73B	NA	NA	603239	NA	1	NA
TAF12	TAF12	TAF12	NA	NA	600773	NA	1	NA
GMEB1	GMEB1	GMEB1	NA	NA	604409	NA	1	NA
YTHDF2	YTHDF2	YTHDF2	NA	NA	610640	NA	1	fused with AML1 in t(1;21)
OPRD1	OPRD1	OPRD1	NA	NA	165195	NA	1	NA
EPB41|EL1	EPB41|EPB41	EPB41	Elliptocytosis-1	None	130500	611804	1	NA
SRSF4|SFRS4|SRp75	SRSF4|SRSF4|NA	SRSF4	NA	NA	601940	NA	1	NA
MECR|NRBF1	MECR|MECR	MECR	NA	NA	608205	NA	1	NA
PTPRU|GLEPP1|PTPU2	PTPRU|PTPRO|PTPRO	PTPRO,PTPRU	NA	NA	602454	NA	1	NA
MATN1|CRTM|CMP	MATN1|MATN1|MATN1	MATN1	NA	NA	115437	NA	1	NA
LAPTM5	LAPTM5	LAPTM5	NA	NA	601476	NA	1	NA
SDC3|SYND3|SDCN	SDC3|SDC3|NA	SDC3	Obesity, association with	Autosomal dominant; Autosomal recessive; Multifactorial	186357	601665	1	NA
PUM1|KIAA0099	PUM1|PUM1	PUM1	NA	NA	607204	NA	1	NA
NKAIN1	NKAIN1	NKAIN1	NA	NA	612871	NA	1	NA
SNRNP40|SPF38|PRPF8BP	SNRNP40|SNRNP40|SNRNP40	SNRNP40	NA	NA	607797	NA	1	NA
FABP3	FABP3	FABP3	NA	NA	134651	NA	1	NA
SERINC2	SERINC2	SERINC2	NA	NA	614549	NA	1	NA
TINAGL1|TINAGRP	TINAGL1|TINAGL1	TINAGL1	NA	NA	616064	NA	1	NA
HCRTR1|OX1R	HCRTR1|HCRTR1	HCRTR1	NA	NA	602392	NA	1	NA
PEF1	PEF1	PEF1	NA	NA	610033	NA	1	NA
COL16A1	COL16A1	COL16A1	NA	NA	120326	NA	1	NA
BAI2	BAI2	BAI2	NA	NA	602683	NA	1	NA
PTP4A2|PTP4A|PRL2|HH13	PTP4A2|PTP4A2|NA|NA	PTP4A2	NA	NA	601584	NA	1	NA
KHDRBS1|SAM68	KHDRBS1|NA	KHDRBS1	NA	NA	602489	NA	1	NA
KPNA6	KPNA6	KPNA6	NA	NA	610563	NA	1	NA
CCDC28B|MGC1203	CCDC28B|CCDC28B	CCDC28B	Bardet-Biedl syndrome 1, modifier of	Autosomal recessive; Digenic recessive	610162	209900	1	NA
EIF3I|EIF3S2|TRIP1	EIF3I|EIF3I|PSMC5	EIF3I,PSMC5	NA	NA	603911	NA	1	pseudogene on 7q32
LCK|IMD22	LCK|NA	LCK	?Immunodeficiency 22	Autosomal recessive	153390	615758	1	LCK/TCRB fusion in leukemia; mutation identified in 1 IMD22 patient
HDAC1|RPD3L1	HDAC1|HDAC1	HDAC1	NA	NA	601241	NA	1	NA
MARCKSL1|MLP|MRP	MARCKSL1|CSRP3,MARCKSL1|ABCC1,WLS	MARCKSL1,CSRP3,WLS,ABCC1	NA	NA	602940	NA	1	NA
TSSK3|STK22C|STK22D	TSSK3|TSSK3|TSSK1B	TSSK1B,TSSK3	NA	NA	607660	NA	1	NA
ZBTB8OS|ARCH	ZBTB8OS|ZBTB8OS	ZBTB8OS	NA	NA	615891	NA	1	NA
SYNC1	SYNC	SYNC	NA	NA	611750	NA	1	NA
YARS|CMTDIC|TYRRS|YTS|YRS	YARS|NA|NA|YARS|YARS	YARS	Charcot-Marie-Tooth disease, dominant intermediate C	Autosomal dominant	603623	608323	1	NA
S100PBP|S100PBPR	S100PBP|S100PBP	S100PBP	NA	NA	611889	NA	1	NA
FNDC5|FRCP2	FNDC5|FNDC5	FNDC5	NA	NA	611906	NA	1	NA
HPCA|DYT2	CACNA1A,HPCA|DYT2	CACNA1A,HPCA,DYT2	Dystonia 2, torsion, autosomal recessive	Autosomal recessive	142622	224500	1	NA
IBRDC3|NKLAM	RNF19B|NA	RNF19B	NA	NA	610872	NA	1	NA
AK2	AK2	AK2	Reticular dysgenesis	Autosomal recessive	103020	267500	1	NA
AZIN2|ODC1L|KIAA1945	AZIN2|AZIN1,AZIN2|AZIN2	AZIN1,AZIN2	NA	NA	608353	NA	1	NA
TRIM62|DEAR1	TRIM62|TRIM62	TRIM62	NA	NA	616755	NA	1	NA
CSMD2|KIAA1884	CSMD2|CSMD2	CSMD2	NA	NA	608398	NA	1	NA
CTRCT34|CATC3	NA|NA	NA	Cataract 34, multiple types	None	612968	612968	1	between D1S2729 and D1S2890
GBD3	GBD3	GBD3	Gallbladder disease 3	None	609919	609919	1	new D2S255
MACST	NA	NA	Macrostomia	None	613545	613545	1	max lod at D1S2797
GJB5|CX31.1	GJB5|GJB5	GJB5	NA	NA	604493	NA	1	NA
GJB4|CX30.3	GJB4|GJB4	GJB4	Erythrokeratodermia variabilis with erythema gyratum repens	Autosomal dominant; Autosomal recessive	605425	133200	1	NA
GJB3|CX31|DFNA2B	GJB3|GJB3|NA	GJB3	Deafness, autosomal dominant, with peripheral neuropathy	None	603324	NA	1	same YAC as GJA4
GJB3|CX31|DFNA2B	GJB3|GJB3|NA	GJB3	Deafness, autosomal dominant 2B	Autosomal dominant	603324	612644	1	same YAC as GJA4
GJB3|CX31|DFNA2B	GJB3|GJB3|NA	GJB3	Erythrokeratodermia variabilis et progressiva	Autosomal dominant; Autosomal recessive	603324	133200	1	same YAC as GJA4
GJB3|CX31|DFNA2B	GJB3|GJB3|NA	GJB3	Deafness, digenic, GJB2/GJB3	Autosomal recessive; Digenic dominant	603324	220290	1	same YAC as GJA4
GJB3|CX31|DFNA2B	GJB3|GJB3|NA	GJB3	Deafness, autosomal recessive	None	603324	NA	1	same YAC as GJA4
GJA4|CX37	GJA4|GJA4	GJA4	NA	NA	121012	NA	1	NA
ZMYM6|ZNF258	ZMYM6|ZMYM6	ZMYM6	NA	NA	613567	NA	1	NA
SFPQ|PSF	SFPQ|IGFBP7,SFPQ	SFPQ,IGFBP7	NA	NA	605199	NA	1	fusion gene with TFE3 in RCC
ZMYM4|ZNF262|KIAA0425	ZMYM4|ZMYM4|ZMYM4	ZMYM4	NA	NA	613568	NA	1	NA
KIAA0319L|KIAA1837	KIAA0319L|KIAA0319L	KIAA0319L	NA	NA	613535	NA	1	NA
NCDN|KIAA0607	NCDN|NA	NCDN	NA	NA	608458	NA	1	NA
TFAP2E	TFAP2E	TFAP2E	NA	NA	614428	NA	1	NA
PSMB2	PSMB2	PSMB2	NA	NA	602175	NA	1	NA
CLASPIN	NA	NA	NA	NA	605434	NA	1	NA
EIF2C4|AGO4|KIAA1567	AGO4|AGO4|AGO4	AGO4	NA	NA	607356	NA	1	NA
EIF2C1|GERP95|EIF2C	AGO1|NA|NA	AGO1	NA	NA	606228	NA	1	NA
EIF2C3|AGO3	AGO3|AGO3	AGO3	NA	NA	607355	NA	1	NA
ADPRHL2|ARH3	ADPRHL2|ADPRHL2	ADPRHL2	NA	NA	610624	NA	1	NA
COL8A2|FECD1|PPCD2	COL8A2|COL8A2|COL8A2	COL8A2	Corneal dystrophy, posterior polymorphous 2	None	120252	609140	1	NA
COL8A2|FECD1|PPCD2	COL8A2|COL8A2|COL8A2	COL8A2	Corneal dystrophy, Fuchs endothelial, 1	Autosomal dominant	120252	136800	1	NA
TRAPPC3|BET3	TRAPPC3|TRAPPC3	TRAPPC3	NA	NA	610955	NA	1	NA
THRAP3|TRAP150	THRAP3|THRAP3	THRAP3	NA	NA	603809	NA	1	NA
STK40|SHIK	STK40|NA	STK40	NA	NA	609437	NA	1	NA
NOR1	NR4A3,OSCP1	NR4A3,OSCP1	NA	NA	608854	NA	1	NA
MRPS15	MRPS15	MRPS15	NA	NA	611979	NA	1	NA
CSF3R|GCSFR	CSF3R|CSF3R	CSF3R	?Neutrophilia, hereditary	Autosomal dominant	138971	162830	1	mutation identified in 1 hereditary neutrophilia family
GRIK3|GLUR7	GRIK3|GRIK3,GRM7	GRIK3,GRM7	NA	NA	138243	NA	1	NA
ZC3H12A|MCPIP|MCPIP1	ZC3H12A|NA|ZC3H12A	ZC3H12A	NA	NA	610562	NA	1	NA
MEAF6|C1orf149|EAF6	MEAF6|MEAF6|NA	MEAF6	NA	NA	611001	NA	1	NA
SNIP1|PMRED	SNIP1|NA	SNIP1	Psychomotor retardation, epilepsy, and craniofacial dysmorphism	Autosomal recessive	608241	614501	1	NA
DNALI1|P28	DNALI1|DNALI1,GOSR1,GSTO1	DNALI1,GOSR1,GSTO1	NA	NA	602135	NA	1	NA
GNL2|NGP1	GNL2|NA	GNL2	NA	NA	609365	NA	1	NA
RSPO1|FLJ40906	RSPO1|RSPO1	RSPO1	Palmoplantar hyperkeratosis with squamous cell carcinoma of skin and sex reversal	None	609595	610644	1	NA
RSPO1|FLJ40906	RSPO1|RSPO1	RSPO1	Palmoplantar hyperkeratosis and true hermaphroditism	None	609595	610644	1	NA
C1orf109	C1orf109	C1orf109	NA	NA	614799	NA	1	NA
CDCA8	CDCA8	CDCA8	NA	NA	609977	NA	1	possible pseudogene on chr.7
EPHA10	EPHA10	EPHA10	NA	NA	611123	NA	1	NA
YRDC|IRIP	YRDC|YRDC	YRDC	NA	NA	612276	NA	1	NA
MTF1	MFI2,MTF1,MYT1	MFI2,MTF1,MYT1	NA	NA	600172	NA	1	NA
INPP5B	INPP5B	INPP5B	NA	NA	147264	NA	1	NA
SF3A3|SF3A60|SAP61|PRP9	SF3A3|NA|SF3A3|SF3A3	SF3A3	NA	NA	605596	NA	1	NA
FHL3|SLIM2	FHL3|FHL3	FHL3	NA	NA	602790	NA	1	NA
UTP11L|CGI94	UTP11L|NA	UTP11L	NA	NA	609440	NA	1	NA
POU3F1	POU3F1	POU3F1	NA	NA	602479	NA	1	NA
RRAGC|RAGC	RRAGC|NA	RRAGC	NA	NA	608267	NA	1	NA
MYCBP	MYCBP	MYCBP	NA	NA	606535	NA	1	NA
GJA9|CX59	GJA9,GJD2|GJA9	GJA9,GJD2	NA	NA	611923	NA	1	NA
AKIRIN1	AKIRIN1	AKIRIN1	NA	NA	615164	NA	1	NA
NDUFS5	NDUFS5	NDUFS5	NA	NA	603847	NA	1	NA
MACF1|ACF7|KIAA1251	MACF1|MACF1|MACF1	MACF1	NA	NA	608271	NA	1	NA
PABPC4|PABP4|IPABP|APP1	PABPC4|PABPC1P2|NA|NA	PABPC4,PABPC1P2	NA	NA	603407	NA	1	NA
HEYL	HEYL	HEYL	NA	NA	609034	NA	1	NA
NT5C1A|CN1A|CNI|CN1	NT5C1A|NT5C1A|NA|CNDP1,NT5C1A	CNDP1,NT5C1A	NA	NA	610525	NA	1	NA
PPIE|CYP33	PPIE|NA	PPIE	NA	NA	602435	NA	1	NA
BMP8B|OP2	BMP8B|NA	BMP8B	NA	NA	602284	NA	1	NA
OXCT2|FLJ0030	OXCT2|NA	OXCT2	NA	NA	610289	NA	1	NA
MYCL|LMYC	MYCL|MYCL	MYCL	NA	NA	164850	NA	1	NA
MFSD2A|MCPH15	MFSD2A|NA	MFSD2A	Microcephaly 15, primary, autosomal recessive	Autosomal recessive	614397	616486	1	NA
PPT1|CLN1	PPT1|PPT1	PPT1	Ceroid lipofuscinosis, neuronal, 1	Autosomal recessive	600722	256730	1	NA
RLF	INSL3,RLF	RLF,INSL3	NA	NA	180610	NA	1	<800kb from MYCL1
ZMPSTE24|FACE1|STE24|MADB	ZMPSTE24|NA|ZMPSTE24|NA	ZMPSTE24	Restrictive dermopathy, lethal	Autosomal recessive	606480	275210	1	NA
ZMPSTE24|FACE1|STE24|MADB	ZMPSTE24|NA|ZMPSTE24|NA	ZMPSTE24	Mandibuloacral dysplasia with type B lipodystrophy	Autosomal recessive	606480	608612	1	NA
COL9A2|EDM2|STL5	COL9A2|COL9A2|NA	COL9A2	Intervertebral disc disease, susceptibility to	None	120260	603932	1	mutation identified in1 STL5 family
COL9A2|EDM2|STL5	COL9A2|COL9A2|NA	COL9A2	Epiphyseal dysplasia, multiple, 2	Autosomal dominant	120260	600204	1	mutation identified in1 STL5 family
COL9A2|EDM2|STL5	COL9A2|COL9A2|NA	COL9A2	?Stickler syndrome, type V	Autosomal recessive	120260	614284	1	mutation identified in1 STL5 family
RIMS3|NIM3|KIAA0137	RIMS3|RIMS3|TLK1	TLK1,RIMS3	NA	NA	611600	NA	1	NA
NFYC|CBFC	NFYC|NA	NFYC	NA	NA	605344	NA	1	NA
MIR30C1	MIR30C1	MIR30C1	NA	NA	615151	NA	1	NA
KCNQ4|DFNA2A	KCNQ4|NA	KCNQ4	Deafness, autosomal dominant 2A	Autosomal dominant	603537	600101	1	NA
CITED4	CITED4	CITED4	NA	NA	606815	NA	1	NA
CTPS1|CTPS|IMD24	CTPS1|CTPS1|NA	CTPS1	Immunodeficiency 24	None	123860	615897	1	NA
SCMH1	SCMH1	SCMH1	NA	NA	616396	NA	1	NA
FOXO6	FOXO6	FOXO6	NA	NA	611457	NA	1	NA
EDN2	EDN2	EDN2	NA	NA	131241	NA	1	vasoactive intestinal contractor (VIC) = mouse and rat equivalent
HIVEP3|KRC	HIVEP3|HIVEP3	HIVEP3	NA	NA	606649	NA	1	NA
GUCA2B|UGN	GUCA2B|NA	GUCA2B	NA	NA	601271	NA	1	NA
GUCA2A|GUCA2	GUCA2A|GUCA2A	GUCA2A	NA	NA	139392	NA	1	NA
FOXJ3|KIAA1041	FOXJ3|FOXJ3	FOXJ3	NA	NA	616035	NA	1	NA
PPCS	PPCS	PPCS	NA	NA	609853	NA	1	NA
PPIH	PPIH	PPIH	NA	NA	606095	NA	1	NA
YBX1|NSEP1|YB1|DBPB	YBX1|YBX1|YBX1|YBX1	YBX1	NA	NA	154030	NA	1	NA
CLDN19|HOMG5	CLDN19|NA	CLDN19	Hypomagnesemia 5, renal, with ocular involvement	Autosomal recessive	610036	248190	1	NA
P3H1|LEPRE1|GROS1|OI8	P3H1|P3H1|P3H1|NA	P3H1	Osteogenesis imperfecta, type VIII	Autosomal recessive	610339	610915	1	NA
ERMAP|SC|RD	ERMAP|ERMAP|DYX1,ERMAP,NELFE,PEX7,PHYH	ERMAP,DYX1,PHYH,PEX7,NELFE	Blood group, Scianna system	None	609017	111750	1	NA
ERMAP|SC|RD	ERMAP|ERMAP|DYX1,ERMAP,NELFE,PEX7,PHYH	ERMAP,DYX1,PHYH,PEX7,NELFE	Blood group, Radin	None	609017	111620	1	NA
HTLVR	SLC2A1	SLC2A1	NA	NA	143090	NA	1	NA
SLC2A1|GLUT1|DYT18|PED|GLUT1DS|EIG12|DYT9|SDCHCN	SLC2A1|SLC2A1|SLC2A1|PEA15|NA|NA|NA|NA	PEA15,SLC2A1	Epilepsy, idiopathic generalized, susceptibility to, 12	Autosomal dominant	138140	614847	1	probably in 1p33
SLC2A1|GLUT1|DYT18|PED|GLUT1DS|EIG12|DYT9|SDCHCN	SLC2A1|SLC2A1|SLC2A1|PEA15|NA|NA|NA|NA	PEA15,SLC2A1	Stomatin-deficient cryohydrocytosis with neurologic defects	Autosomal dominant	138140	608885	1	probably in 1p33
SLC2A1|GLUT1|DYT18|PED|GLUT1DS|EIG12|DYT9|SDCHCN	SLC2A1|SLC2A1|SLC2A1|PEA15|NA|NA|NA|NA	PEA15,SLC2A1	GLUT1 deficiency syndrome 2, childhood onset	Autosomal dominant	138140	612126	1	probably in 1p33
SLC2A1|GLUT1|DYT18|PED|GLUT1DS|EIG12|DYT9|SDCHCN	SLC2A1|SLC2A1|SLC2A1|PEA15|NA|NA|NA|NA	PEA15,SLC2A1	GLUT1 deficiency syndrome 1, infantile onset, severe	Autosomal dominant; Autosomal recessive	138140	606777	1	probably in 1p33
SLC2A1|GLUT1|DYT18|PED|GLUT1DS|EIG12|DYT9|SDCHCN	SLC2A1|SLC2A1|SLC2A1|PEA15|NA|NA|NA|NA	PEA15,SLC2A1	Dystonia 9	Autosomal dominant	138140	601042	1	probably in 1p33
EBNA1BP2|EBP2	EBNA1BP2|EBNA1BP2	EBNA1BP2	NA	NA	614443	NA	1	NA
WDR65	CFAP57	CFAP57	NA	NA	614259	NA	1	NA
TIE|JTK14|TIE1	TIE1|TIE1|TIE1	TIE1	NA	NA	600222	NA	1	NA
MPL|TPOR|MPLV|THCYT2	MPL|MPL|NA|NA	MPL	Myelofibrosis with myeloid metaplasia, somatic	None	159530	254450	1	NA
MPL|TPOR|MPLV|THCYT2	MPL|MPL|NA|NA	MPL	Thrombocytopenia, congenital amegakaryocytic	Autosomal recessive	159530	604498	1	NA
MPL|TPOR|MPLV|THCYT2	MPL|MPL|NA|NA	MPL	Thrombocythemia 2	Autosomal dominant; Somatic mutation	159530	601977	1	NA
CDC20	CDC20	CDC20	NA	NA	603618	NA	1	pseudogene on 9q13-q21
ELOVL1|SSC1	ELOVL1|AQP9	AQP9,ELOVL1	NA	NA	611813	NA	1	NA
MED8	MED8	MED8	NA	NA	607956	NA	1	NA
SZT2|KIAA0467|EIEE18	SZT2|SZT2|NA	SZT2	Epileptic encephalopathy, early infantile, 18	Autosomal recessive	615463	615476	1	NA
PTPRF|LAR|BNAH2	PTPRF|PTPRF|NA	PTPRF	?Breasts and/or nipples, aplasia or hypoplasia of, 2	Autosomal recessive	179590	616001	1	mutation identified in 1 BNAH2 family
