phenotype	phenotypeInheritance	phenotypeMimNumber	chromosome	gene	geneMimNumber	comments
Cataract 34, multiple types	None	612968	1	CTRCT34,CATC3	612968	between D1S2729 and D1S2890
Gallbladder disease 3	None	609919	1	GBD3	609919	new D2S255
Macrostomia	None	613545	1	MACST	613545	max lod at D1S2797
NA	NA	NA	1	GJB5,CX31.1	604493	NA
Erythrokeratodermia variabilis with erythema gyratum repens	Autosomal recessive; Autosomal dominant	133200	1	GJB4,CX30.3	605425	NA
Deafness, digenic, GJB2/GJB3	Autosomal recessive; Digenic dominant	220290	1	GJB3,CX31,DFNA2B	603324	same YAC as GJA4
Deafness, autosomal recessive	None	NA	1	GJB3,CX31,DFNA2B	603324	same YAC as GJA4
Deafness, autosomal dominant, with peripheral neuropathy	None	NA	1	GJB3,CX31,DFNA2B	603324	same YAC as GJA4
Deafness, autosomal dominant 2B	Autosomal dominant	612644	1	GJB3,CX31,DFNA2B	603324	same YAC as GJA4
Erythrokeratodermia variabilis et progressiva	Autosomal recessive; Autosomal dominant	133200	1	GJB3,CX31,DFNA2B	603324	same YAC as GJA4
NA	NA	NA	1	GJA4,CX37	121012	NA
NA	NA	NA	1	ZMYM6,ZNF258	613567	NA
NA	NA	NA	1	SFPQ,PSF	605199	fusion gene with TFE3 in RCC
NA	NA	NA	1	ZMYM4,ZNF262,KIAA0425	613568	NA
NA	NA	NA	1	KIAA0319L,KIAA1837	613535	NA
NA	NA	NA	1	NCDN,KIAA0607	608458	NA
NA	NA	NA	1	TFAP2E	614428	NA
NA	NA	NA	1	PSMB2	602175	NA
NA	NA	NA	1	CLASPIN	605434	NA
NA	NA	NA	1	EIF2C4,AGO4,KIAA1567	607356	NA
NA	NA	NA	1	EIF2C1,GERP95,EIF2C	606228	NA
NA	NA	NA	1	EIF2C3,AGO3	607355	NA
NA	NA	NA	1	ADPRHL2,ARH3	610624	NA
Corneal dystrophy, posterior polymorphous 2	None	609140	1	COL8A2,FECD1,PPCD2	120252	NA
Corneal dystrophy, Fuchs endothelial, 1	Autosomal dominant	136800	1	COL8A2,FECD1,PPCD2	120252	NA
NA	NA	NA	1	TRAPPC3,BET3	610955	NA
NA	NA	NA	1	THRAP3,TRAP150	603809	NA
NA	NA	NA	1	STK40,SHIK	609437	NA
NA	NA	NA	1	NOR1	608854	NA
NA	NA	NA	1	MRPS15	611979	NA
?Neutrophilia, hereditary	Autosomal dominant	162830	1	CSF3R,GCSFR	138971	mutation identified in 1 hereditary neutrophilia family
NA	NA	NA	1	GRIK3,GLUR7	138243	NA
NA	NA	NA	1	ZC3H12A,MCPIP,MCPIP1	610562	NA
NA	NA	NA	1	MEAF6,C1orf149,EAF6	611001	NA
Psychomotor retardation, epilepsy, and craniofacial dysmorphism	Autosomal recessive	614501	1	SNIP1,PMRED	608241	NA
NA	NA	NA	1	DNALI1,P28	602135	NA
NA	NA	NA	1	GNL2,NGP1	609365	NA
Palmoplantar hyperkeratosis with squamous cell carcinoma of skin and sex reversal	None	610644	1	RSPO1,FLJ40906	609595	NA
Palmoplantar hyperkeratosis and true hermaphroditism	None	610644	1	RSPO1,FLJ40906	609595	NA
NA	NA	NA	1	C1orf109	614799	NA
NA	NA	NA	1	CDCA8	609977	possible pseudogene on chr.7
NA	NA	NA	1	EPHA10	611123	NA
NA	NA	NA	1	YRDC,IRIP	612276	NA
NA	NA	NA	1	MTF1	600172	NA
NA	NA	NA	1	INPP5B	147264	NA
NA	NA	NA	1	SF3A3,SF3A60,SAP61,PRP9	605596	NA
NA	NA	NA	1	FHL3,SLIM2	602790	NA
NA	NA	NA	1	UTP11L,CGI94	609440	NA
NA	NA	NA	1	POU3F1	602479	NA
NA	NA	NA	1	RRAGC,RAGC	608267	NA
NA	NA	NA	1	MYCBP	606535	NA
NA	NA	NA	1	GJA9,CX59	611923	NA
NA	NA	NA	1	AKIRIN1	615164	NA
NA	NA	NA	1	NDUFS5	603847	NA
NA	NA	NA	1	MACF1,ACF7,KIAA1251	608271	NA
NA	NA	NA	1	PABPC4,PABP4,IPABP,APP1	603407	NA
NA	NA	NA	1	HEYL	609034	NA
NA	NA	NA	1	NT5C1A,CN1A,CNI,CN1	610525	NA
NA	NA	NA	1	PPIE,CYP33	602435	NA
NA	NA	NA	1	BMP8B,OP2	602284	NA
NA	NA	NA	1	OXCT2,FLJ0030	610289	NA
NA	NA	NA	1	MYCL,LMYC	164850	NA
Microcephaly 15, primary, autosomal recessive	Autosomal recessive	616486	1	MFSD2A,MCPH15	614397	NA
Ceroid lipofuscinosis, neuronal, 1	Autosomal recessive	256730	1	PPT1,CLN1	600722	NA
NA	NA	NA	1	RLF	180610	<800kb from MYCL1
Mandibuloacral dysplasia with type B lipodystrophy	Autosomal recessive	608612	1	ZMPSTE24,FACE1,STE24,MADB	606480	NA
Restrictive dermopathy, lethal	Autosomal recessive	275210	1	ZMPSTE24,FACE1,STE24,MADB	606480	NA
?Stickler syndrome, type V	Autosomal recessive	614284	1	COL9A2,EDM2,STL5	120260	mutation identified in1 STL5 family
Intervertebral disc disease, susceptibility to	None	603932	1	COL9A2,EDM2,STL5	120260	mutation identified in1 STL5 family
Epiphyseal dysplasia, multiple, 2	Autosomal dominant	600204	1	COL9A2,EDM2,STL5	120260	mutation identified in1 STL5 family
NA	NA	NA	1	RIMS3,NIM3,KIAA0137	611600	NA
NA	NA	NA	1	NFYC,CBFC	605344	NA
NA	NA	NA	1	MIR30C1	615151	NA
Deafness, autosomal dominant 2A	Autosomal dominant	600101	1	KCNQ4,DFNA2A	603537	NA
NA	NA	NA	1	CITED4	606815	NA
Immunodeficiency 24	None	615897	1	CTPS1,CTPS,IMD24	123860	NA
NA	NA	NA	1	SCMH1	616396	NA
NA	NA	NA	1	FOXO6	611457	NA
NA	NA	NA	1	EDN2	131241	vasoactive intestinal contractor (VIC) = mouse and rat equivalent
NA	NA	NA	1	HIVEP3,KRC	606649	NA
NA	NA	NA	1	GUCA2B,UGN	601271	NA
NA	NA	NA	1	GUCA2A,GUCA2	139392	NA
NA	NA	NA	1	FOXJ3,KIAA1041	616035	NA
NA	NA	NA	1	PPCS	609853	NA
NA	NA	NA	1	PPIH	606095	NA
NA	NA	NA	1	YBX1,NSEP1,YB1,DBPB	154030	NA
Hypomagnesemia 5, renal, with ocular involvement	Autosomal recessive	248190	1	CLDN19,HOMG5	610036	NA
Osteogenesis imperfecta, type VIII	Autosomal recessive	610915	1	P3H1,LEPRE1,GROS1,OI8	610339	NA
Blood group, Scianna system	None	111750	1	ERMAP,SC,RD	609017	NA
Blood group, Radin	None	111620	1	ERMAP,SC,RD	609017	NA
NA	NA	NA	1	HTLVR	143090	NA
GLUT1 deficiency syndrome 2, childhood onset	Autosomal dominant	612126	1	SLC2A1,GLUT1,DYT18,PED,GLUT1DS,EIG12,DYT9,SDCHCN	138140	probably in 1p33
GLUT1 deficiency syndrome 1, infantile onset, severe	Autosomal recessive; Autosomal dominant	606777	1	SLC2A1,GLUT1,DYT18,PED,GLUT1DS,EIG12,DYT9,SDCHCN	138140	probably in 1p33
Dystonia 9	Autosomal dominant	601042	1	SLC2A1,GLUT1,DYT18,PED,GLUT1DS,EIG12,DYT9,SDCHCN	138140	probably in 1p33
Epilepsy, idiopathic generalized, susceptibility to, 12	Autosomal dominant	614847	1	SLC2A1,GLUT1,DYT18,PED,GLUT1DS,EIG12,DYT9,SDCHCN	138140	probably in 1p33
Stomatin-deficient cryohydrocytosis with neurologic defects	Autosomal dominant	608885	1	SLC2A1,GLUT1,DYT18,PED,GLUT1DS,EIG12,DYT9,SDCHCN	138140	probably in 1p33
NA	NA	NA	1	EBNA1BP2,EBP2	614443	NA
NA	NA	NA	1	WDR65	614259	NA
NA	NA	NA	1	TIE,JTK14,TIE1	600222	NA
Thrombocytopenia, congenital amegakaryocytic	Autosomal recessive	604498	1	MPL,TPOR,MPLV,THCYT2	159530	NA
Thrombocythemia 2	Autosomal dominant; Somatic mutation	601977	1	MPL,TPOR,MPLV,THCYT2	159530	NA
Myelofibrosis with myeloid metaplasia, somatic	None	254450	1	MPL,TPOR,MPLV,THCYT2	159530	NA
NA	NA	NA	1	CDC20	603618	pseudogene on 9q13-q21
NA	NA	NA	1	ELOVL1,SSC1	611813	NA
NA	NA	NA	1	MED8	607956	NA
Epileptic encephalopathy, early infantile, 18	Autosomal recessive	615476	1	SZT2,KIAA0467,EIEE18	615463	NA
?Breasts and/or nipples, aplasia or hypoplasia of, 2	Autosomal recessive	616001	1	PTPRF,LAR,BNAH2	179590	mutation identified in 1 BNAH2 family
NA	NA	NA	1	KDM4A,JMJD2A,JHDM3A,KIAA0677	609764	NA
Ptosis, hereditary congenital, 1	Autosomal dominant	178300	1	PTOS1	178300	NA
Mental retardation, autosomal recessive 12	None	611090	1	ST3GAL3,SIAT6,ST3GALII,MRT12,EIEE15	606494	NA
Epileptic encephalopathy, early infantile, 15	Autosomal recessive	615006	1	ST3GAL3,SIAT6,ST3GALII,MRT12,EIEE15	606494	NA
NA	NA	NA	1	IPO13,IMP13,KIAA0724,RANBP13	610411	NA
NA	NA	NA	1	DPH2,DPH2L2	603456	NA
NA	NA	NA	1	ATP6V0B,ATP6F	603717	NA
NA	NA	NA	1	B4GALT2	604013	NA
NA	NA	NA	1	SLC6A9,GLYT1	601019	NA
NA	NA	NA	1	ZNF393	609602	NA
NA	NA	NA	1	DNMAP1,DMAP1	605077	NA
NA	NA	NA	1	PRNPIP,PINT1	609917	NA
NA	NA	NA	1	RNF220	616136	NA
NA	NA	NA	1	KIF2C,KNSL6,MCAK	604538	NA
NA	NA	NA	1	RPS8	600357	NA
NA	NA	NA	1	BEST4,VMD2L2	607336	NA
NA	NA	NA	1	PLK3,CNK,PRK	602913	previously assigned to 8p21 by FISH
NA	NA	NA	1	TCTEX1D4	611713	NA
Medulloblastoma	Autosomal dominant	155255	1	PTCH2	603673	NA
Basal cell nevus syndrome	Autosomal dominant	109400	1	PTCH2	603673	NA
Basal cell carcinoma, somatic	None	605462	1	PTCH2	603673	NA
Leukoencephalopathy with vanishing white matter	Autosomal recessive	603896	1	EIF2B3	606273	NA
Porphyria, hepatoerythropoietic	Autosomal dominant	176100	1	UROD	613521	NA
Porphyria cutanea tarda	Autosomal dominant	176100	1	UROD	613521	NA
Adenomas, multiple colorectal	None	608456	1	MUTYH,MYH	604933	NA
Gastric cancer, somatic	None	613659	1	MUTYH,MYH	604933	NA
Colorectal adenomatous polyposis, autosomal recessive, with pilomatricomas	Somatic mutation	132600	1	MUTYH,MYH	604933	NA
NA	NA	NA	1	TOE1	613931	NA
NA	NA	NA	1	TESK2	604746	NA
Methylmalonic aciduria and homocystinuria, cblC type	Autosomal recessive	277400	1	MMACHC	609831	NA
NA	NA	NA	1	PAGA	176763	pseudogene PAGB on 9p22
NA	NA	NA	1	AKR1A1,ALR	103830	NA
NA	NA	NA	1	NASP	603185	NA
NA	NA	NA	1	IPP	147485	NA
NA	NA	NA	1	MAST2,MAST205,KIAA0807	612257	NA
NA	NA	NA	1	PIK3R3	606076	NA
NA	NA	NA	1	TSPAN1,NET1	613170	NA
Muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type A, 3	Autosomal recessive	253280	1	POMGNT1,MEB,MDDGA3,MDDGB3,MDDGC3	606822	NA
Muscular dystrophy-dystroglycanopathy (limb-girdle), type C, 3	Autosomal recessive	613157	1	POMGNT1,MEB,MDDGA3,MDDGB3,MDDGC3	606822	NA
Muscular dystrophy-dystroglycanopathy (congenital with mental retardation), type B, 3	Autosomal recessive	613151	1	POMGNT1,MEB,MDDGA3,MDDGB3,MDDGC3	606822	NA
NA	NA	NA	1	LURAP1,LRAP35A	616129	NA
Lymphoma, non-Hodgkin, somatic	None	605027	1	RAD54L,HR54,HRAD54	603615	NA
Adenocarcinoma, colonic, somatic	None	NA	1	RAD54L,HR54,HRAD54	603615	NA
Breast cancer, invasive ductal	Autosomal dominant	114480	1	RAD54L,HR54,HRAD54	603615	NA
Bone mineral density QTL 14	None	612728	1	BMND14	612728	associated with rs17131547
Forsythe-Wakeling syndrome	Autosomal recessive	613606	1	FWS	613606	between rs2354462 and rs718883
Orofacial cleft 13	Autosomal dominant	613857	1	OFC13	613857	associated with rs3827730
Renal hypodysplasia, nonsyndromic, 1	Autosomal dominant	610805	1	RHDNS1	610805	max lod at D1S2652
NA	NA	NA	1	SKINTL,SKINTP	616392	NA
NA	NA	NA	1	UQCRH	613844	pseudogene on 1p36
NA	NA	NA	1	NSUN4	615394	NA
Drug addiction, susceptibility to	None	606581	1	FAAH	602935	NA
NA	NA	NA	1	DMBX1,OTX3	607410	NA
NA	NA	NA	1	KNCN,KINO,L5	611455	NA
NA	NA	NA	1	MKNK1,MNK1	606724	NA
NA	NA	NA	1	CYP4B1	124075	NA
NA	NA	NA	1	CYP4A11	601310	NA
NA	NA	NA	1	CYP4X1,CYPIVX1	614999	NA
NA	NA	NA	1	CYP4A22	615341	NA
NA	NA	NA	1	MAP17	607178	near SLC in human, mouse, chicken, zebrafish
Leukemia, T-cell acute lymphocytic, somatic	None	613065	1	TAL1,TCL5,SCL	187040	proximal to MYCL1
Microcephaly 7, primary, autosomal recessive	Autosomal recessive	612703	1	STIL,SIL,MCPH7	181590	within about 250kb of SCL
NA	NA	NA	1	CMPK1,CMPK,UMPK,UMK,CMK	191710	NA
Anterior segment mesenchymal dysgenesis	Autosomal dominant	107250	1	FOXE3,FKHL12,ASMD	601094	NA
Aphakia, congenital primary	Autosomal recessive	610256	1	FOXE3,FKHL12,ASMD	601094	NA
NA	NA	NA	1	FOXD2,FKHL17,FREAC9	602211	NA
NA	NA	NA	1	TRABD2B,TIKI2	614913	NA
NA	NA	NA	1	SPATA6,SRF1,HASH	613947	NA
NA	NA	NA	1	AGBL4,CCP6	616476	NA
Neuropathy, paraneoplastic sensory	None	NA	1	ELAVL4,HUD,PNEM	168360	NA
Chromosome 1p32-p31 deletion syndrome	Isolated cases	613735	1	DEL1p32p31,C1DELp32p31	613735	contiguous gene (4.93Mb) deletion syndrome
Parkinson disease 10	None	606852	1	PARK10,AAOPD	606852	max lod at D1S2652; ?associated with CDCP2
Spinocerebellar ataxia 37	Autosomal dominant	615945	1	SCA37	615945	between D1S200 and D1S2742
Stature QTL 23	None	613548	1	STQTL23	613548	linked to rs628667
NA	NA	NA	1	DMRTA2	614804	NA
NA	NA	NA	1	FAF1,HFAF1	604460	NA
NA	NA	NA	1	CDKN2C,INK4C	603369	NA
NA	NA	NA	1	RNF11	612598	NA
NA	NA	NA	1	EPS15	600051	NA
NA	NA	NA	1	OSBPL9,ORP9	606737	NA
NA	NA	NA	1	NRD1	602651	NA
NA	NA	NA	1	RAB3B	179510	NA
NA	NA	NA	1	TXNDC12,TLP19,ERP18	609448	NA
NA	NA	NA	1	ZFYVE9,MADHIP,SARA	603755	NA
Meier-Gorlin syndrome 1	Autosomal recessive	224690	1	ORC1,ORC1L	601902	NA
NA	NA	NA	1	ZCCHC11,KIAA0191	613692	NA
NA	NA	NA	1	GPX7,NPGPX	615784	NA
NA	NA	NA	1	COA7,RESA1,SELRC1,C1orf163	615623	NA
Leukoencephalopathy with dystonia and motor neuropathy	None	613724	1	SCP2	184755	NA
NA	NA	NA	1	PODN	608661	NA
CPT deficiency, hepatic, type II	Autosomal recessive	600649	1	CPT2,IIAE4	600650	formerly at 1p13
Encephalopathy, acute, infection-induced, 4, susceptibility to	Autosomal recessive; Autosomal dominant	614212	1	CPT2,IIAE4	600650	formerly at 1p13
Myopathy due to CPT II deficiency	Autosomal recessive	255110	1	CPT2,IIAE4	600650	formerly at 1p13
CPT II deficiency, lethal neonatal	Autosomal recessive	608836	1	CPT2,IIAE4	600650	formerly at 1p13
NA	NA	NA	1	MAGOH	602603	NA
Myocardial infarction, susceptibility to	None	608446	1	LRP8,APOER2,MCI1	602600	NA
NA	NA	NA	1	DMRTB1	614805	NA
NA	NA	NA	1	GLIS1	610378	NA
NA	NA	NA	1	TMEM48,NDC1	610115	NA
NA	NA	NA	1	DIO1,TXDI1	147892	NA
NA	NA	NA	1	CDCP2	612320	?associated with PARK10
NA	NA	NA	1	MRPL37	611843	NA
NA	NA	NA	1	SSBP3	607390	NA
NA	NA	NA	1	ACOT11,THEA,BFIT,BFIT1,BFIT2,KIAA0707	606803	NA
NA	NA	NA	1	TTC4	606753	pseudogene on 7p14-p13
NA	NA	NA	1	PARS2	612036	NA
NA	NA	NA	1	C1orf177,LEM	616446	NA
Desmosterolosis	Autosomal recessive	602398	1	DHCR24,KIAA0018	606418	NA
Sensorineural deafness with mild renal dysfunction	Autosomal recessive	602522	1	BSND	606412	NA
Bartter syndrome, type 4a	Autosomal recessive	602522	1	BSND	606412	NA
Low density lipoprotein cholesterol level QTL 1	None	603776	1	PCSK9,NARC1,HCHOLA3,FH3,LDLCQ1	607786	NA
Hypercholesterolemia, familial, 3	None	603776	1	PCSK9,NARC1,HCHOLA3,FH3,LDLCQ1	607786	NA
NA	NA	NA	1	USP24,KIAA1057	610569	NA
NA	NA	NA	1	PRKAA2,AMPK	600497	NA
C8 deficiency, type I	Autosomal recessive	613790	1	C8A	120950	NA
C8 deficiency, type II	Autosomal recessive	613789	1	C8B	120960	NA
NA	NA	NA	1	DAB1	603448	NA
Corneal dystrophy, gelatinous drop-like	Autosomal recessive	204870	1	TACSTD2,TROP2,M1S1	137290	NA
NA	NA	NA	1	MYSM1,2ADUB,KIAA1915	612176	NA
NA	NA	NA	1	JUN	165160	NA
NA	NA	NA	1	FGGY,FLJ10986	611370	NA
NA	NA	NA	1	HOOK1,HK1	607820	NA
NA	NA	NA	1	CYP2J2	601258	NA
Acute insulin response	None	601676	1	AIR	601676	NA
Asthma-related traits, susceptibility to, 4	None	610906	1	ASRT4	610906	max lod at D1S2890
Atrioventricular septal defect, susceptibility to, 1	None	606215	1	AVSD1,AVCD	606215	NA
Orofacial cleft 14	Autosomal recessive	615892	1	OFC14	615892	NA
Omphalocele due to duplication of 1p31.3	Autosomal dominant	164750	1	OPHLC,C1DUPp31.3,DUP1p31.3	164750	duplication of 710kb at 1p31.3
Peripheral arterial occlusive disease 1	None	606787	1	PAOD1	606787	NA
Porokeratosis 5, disseminated superficial actinic	None	612293	1	POROK5,DSAP3	612293	NA
NA	NA	NA	1	NFIA	600727	NA
NA	NA	NA	1	TM2D1,BBP	610080	NA
NA	NA	NA	1	INADL,PATJ	603199	NA
NA	NA	NA	1	KANK4	614612	NA
NA	NA	NA	1	USP1	603478	NA
Epileptic encephalopathy, early infantile, 23	Autosomal recessive	615859	1	DOCK7,KIAA1771,EIEE23	615730	NA
Hypobetalipoproteinemia, familial, 2	Autosomal recessive	605019	1	ANGPTL3,ANGPT5,FHBL2	604774	NA
Autoimmune disease, susceptibility to, 1	None	607836	1	FOXD3,AIS1,VAMAS2	611539	NA
Congenital disorder of glycosylation, type Ic	Autosomal recessive	603147	1	ALG6,CDG1C	604566	NA
NA	NA	NA	1	ITGB3BP,NRIF3	605494	NA
Congenital disorder of glycosylation, type It	Autosomal recessive	614921	1	PGM1,GSD14,CDG1T	171900	distal to ACADM; formerly 1p22.1
NA	NA	NA	1	NTRKR1,ROR1	602336	NA
NA	NA	NA	1	RAVER2,KIAA1579	609953	NA
NA	NA	NA	1	JAK1	147795	related gene on 9p24
NA	NA	NA	1	MIR101-1,MIRN101-1	612511	another locus, MIRN101-2, on 9p24
NA	NA	NA	1	AK3	103030	NA
Parkinson disease 19, juvenile-onset	Autosomal recessive	615528	1	DNAJC6,DJC6,KIAA0473,PARK19	608375	NA
NA	NA	NA	1	LEPROT,OBRGRP	613461	transcribed in same direction as LEPR
Obesity, morbid, due to leptin receptor deficiency	None	614963	1	LEPR,OBR,LEPRD	601007	NA
NA	NA	NA	1	PDE4B,DPDE4	600127	NA
NA	NA	NA	1	SGIP1	611540	NA
NA	NA	NA	1	INSL5	606413	NA
Schneckenbecken dysplasia	Autosomal recessive	269250	1	SLC35D1,UGTREL7,KIAA0260	610804	NA
Psoriasis, protection against	None	605606	1	IL23R,IBD17	607562	NA
Inflammatory bowel disease 17, protection against	None	612261	1	IL23R,IBD17	607562	NA
NA	NA	NA	1	IL12RB2	601642	NA
NA	NA	NA	1	SERBP1,PAIRBP1	607378	NA
NA	NA	NA	1	DDIT1,GADD45	126335	NA
NA	NA	NA	1	GNG12	615405	NA
NA	NA	NA	1	GNG12AS1	615406	NA
NA	NA	NA	1	DIRAS3,ARHI	605193	NA
NA	NA	NA	1	WLS,GPR177,EVI	611514	NA
Retinitis pigmentosa 20	None	613794	1	RPE65,RP20,LCA2	180069	NA
Leber congenital amaurosis 2	Autosomal recessive	204100	1	RPE65,RP20,LCA2	180069	NA
NA	NA	NA	1	DEPDC1	612002	NA
Biliary cirrhosis, primary, 3	None	613008	1	PBC3	613008	associated with rs3790567
Spastic paraplegia 29, autosomal dominant	Autosomal dominant	609727	1	SPG29	609727	max lod at D1S2865
NA	NA	NA	1	LRRC7,DENSIN,KIAA1365	614453	NA
NA	NA	NA	1	PIN1L	602051	?transcribed pseudogene
NA	NA	NA	1	SRSF11,SFRS11	602010	NA
NA	NA	NA	1	ANKRD13C	615125	NA
NA	NA	NA	1	HHLA3	604372	NA
Homocysteine, total plasma, elevated	None	NA	1	CTH	607657	previously assigned to chr.16
Cystathioninuria	Autosomal recessive	219500	1	CTH	607657	previously assigned to chr.16
NA	NA	NA	1	PTGER3,EP3	176806	NA
NA	NA	NA	1	ZNF265,ZIS	604347	NA
NA	NA	NA	1	NEGR1,KILON	613173	NA
NA	NA	NA	1	FPGT,GFPP	603609	NA
?Cardiac conduction disease with or without dilated cardiomyopathy	Autosomal dominant	616117	1	TNNI3K,CCDD	613932	mutation identified in 1 CCDD family
NA	NA	NA	1	CRYZ	123691	NA
NA	NA	NA	1	TYW3	611245	NA
NA	NA	NA	1	LHX8	604425	NA
Acyl-CoA dehydrogenase, medium chain, deficiency of	Autosomal recessive	201450	1	ACADM,MCAD	607008	NA
NA	NA	NA	1	RABGGTB	179080	NA
NA	NA	NA	1	MSH4	602105	NA
NA	NA	NA	1	ST6GALNAC3,SIAT7C	610133	NA
NA	NA	NA	1	ST6GALNAC5,SIAT7E	610134	NA
NA	NA	NA	1	PIGK,GPI8	605087	NA
NA	NA	NA	1	AK5	608009	NA
NA	NA	NA	1	USP33,VDU1	615146	NA
Cardiomyopathy, hypertrophic, 20	Autosomal dominant	613876	1	NEXN,NELIN,CMD1CC,CMH20	613121	NA
Cardiomyopathy, dilated, 1CC	None	613122	1	NEXN,NELIN,CMD1CC,CMH20	613121	NA
NA	NA	NA	1	FUBP1,FUBP,FBP	603444	NA
NA	NA	NA	1	PTGFR	600563	NA
NA	NA	NA	1	IFI44L	613975	NA
NA	NA	NA	1	IFI44,P44	610468	NA
NA	NA	NA	1	ADGRL4,ETL,ELTD1	616419	NA
NA	NA	NA	1	ADGRL2,LPHN2,LPHH1,CIRL2,CL2,KIAA0786	607018	NA
NA	NA	NA	1	PRKACB	176892	NA
NA	NA	NA	1	DNASE2B,DLAD	608057	NA
Melanoma, cutaneous malignant, 4	None	608035	1	CMM4	608035	between D1S430 and D1S2664
Kala-azar, susceptibility to, 2	None	611381	1	KAZA2	611381	NA
Urate oxidase deficiency	None	NA	1	UOX	191540	nonsense mutations responsible for absence of enzyme in man and hominoid primates
NA	NA	NA	1	GNG5	600874	NA
NA	NA	NA	1	CTBS,CTB	600873	NA
NA	NA	NA	1	LPAR3,EDG7,LPA3	605106	NA
NA	NA	NA	1	MCOLN2	607399	incorrectly assigned to chr.3
NA	NA	NA	1	MCOLN3	607400	NA
?Immunodeficiency 37	Autosomal recessive	616098	1	BCL10,IMD37	603517	mutation identified in 1 IMD37 patient
Sezary syndrome, somatic	None	NA	1	BCL10,IMD37	603517	mutation identified in 1 IMD37 patient
Mesothelioma, somatic	None	156240	1	BCL10,IMD37	603517	mutation identified in 1 IMD37 patient
Male germ cell tumor, somatic,	None	273300	1	BCL10,IMD37	603517	mutation identified in 1 IMD37 patient
Lymphoma, follicular, somatic	None	605027	1	BCL10,IMD37	603517	mutation identified in 1 IMD37 patient
Lymphoma, MALT, somatic	None	137245	1	BCL10,IMD37	603517	mutation identified in 1 IMD37 patient
NA	NA	NA	1	DDAH1	604743	NA
NA	NA	NA	1	CYR61,IGFBP10	602369	NA
NA	NA	NA	1	COL24A1	610025	NA
NA	NA	NA	1	CLCA2	604003	NA
NA	NA	NA	1	CLCA1	603906	NA
NA	NA	NA	1	CLCA3	604337	NA
NA	NA	NA	1	SEP15	606254	NA
NA	NA	NA	1	HS2ST1	604844	NA
NA	NA	NA	1	LMO4	603129	NA
NA	NA	NA	1	PKN2,PRKCL2,PRK2,PAK2	602549	NA
NA	NA	NA	1	GTF2B,TFIIB,TF2B	189963	NA
NA	NA	NA	1	CCBL2,KAT3	610656	NA
NA	NA	NA	1	GBP3	600413	NA
NA	NA	NA	1	GBP1	600411	NA
NA	NA	NA	1	GBP2	600412	NA
NA	NA	NA	1	GBP7	612468	NA
NA	NA	NA	1	GBP4	612466	NA
NA	NA	NA	1	GBP5	611467	NA
NA	NA	NA	1	GBP6	612467	NA
NA	NA	NA	1	LRRC8B,TALRRP,KIAA0231	612888	NA
NA	NA	NA	1	LRRC8C,FAD158,AD158	612889	NA
NA	NA	NA	1	LRRC8D,LRRC5	612890	NA
NA	NA	NA	1	ZNF326,ZIRD	614601	NA
NA	NA	NA	1	BARHL2	605212	NA
Myopia 21, autosomal dominant	Autosomal dominant	614167	1	ZNF644,MYP21	614159	NA
Premature ovarian failure 9	Autosomal recessive	615724	1	HFM1,MER3,POF9	615684	NA
Deafness, autosomal recessive 32	Autosomal recessive	608653	1	DFNB32	608653	max lod at D1S21401
NA	NA	NA	1	CDC7L1,CDC7	603311	NA
NA	NA	NA	1	TGFBR3	600742	NA
NA	NA	NA	1	BRDT	602144	NA
Glomuvenous malformations	Autosomal dominant	138000	1	GLML,GVM,VMGLOM	601749	NA
NA	NA	NA	1	RPAP2,C1orf82	611476	NA
Neutropenia, severe congenital 2, autosomal dominant	None	613107	1	GFI1,ZNF163,SCN2	600871	NA
Neutropenia, nonimmune chronic idiopathic, of adults	None	607847	1	GFI1,ZNF163,SCN2	600871	NA
NA	NA	NA	1	EVI5,NB4S	602942	NA
Diamond-Blackfan anemia 6	None	612561	1	RPL5,DBA6	603634	NA
NA	NA	NA	1	FAM69A	614542	NA
NA	NA	NA	1	MTF2,PCL2,M96	609882	NA
NA	NA	NA	1	DR1	601482	NA
NA	NA	NA	1	FNBP1L,TOCA1,C1orf39	608848	NA
NA	NA	NA	1	BCAR3,SH2D3B,NSP2	604704	NA
NA	NA	NA	1	DNTTIP2,ERBP,FCF2	611199	NA
Myocardial infarction, susceptibility to	None	608446	1	GCLM,GLCLR	601176	NA
Retinal dystrophy, early-onset severe	Autosomal recessive	248200	1	ABCA4,ABCR,STGD1,FFM,RP19,CORD3,ARMD2	601691	NA
Fundus flavimaculatus	Autosomal recessive	248200	1	ABCA4,ABCR,STGD1,FFM,RP19,CORD3,ARMD2	601691	NA
Cone-rod dystrophy 3	None	604116	1	ABCA4,ABCR,STGD1,FFM,RP19,CORD3,ARMD2	601691	NA
Macular degeneration, age-related, 2	Autosomal dominant	153800	1	ABCA4,ABCR,STGD1,FFM,RP19,CORD3,ARMD2	601691	NA
Stargardt disease 1	Autosomal recessive	248200	1	ABCA4,ABCR,STGD1,FFM,RP19,CORD3,ARMD2	601691	NA
Retinitis pigmentosa 19	None	601718	1	ABCA4,ABCR,STGD1,FFM,RP19,CORD3,ARMD2	601691	NA
NA	NA	NA	1	ARHGAP29,PARG1	610496	NA
Retinitis pigmentosa 32	None	609913	1	RP32	609913	max lod at D1S485
