phenotype	phenotypeInheritance	phenotypeMimNumber	chromosome	gene	geneMimNumber	comments
Palmoplantar hyperkeratosis and true hermaphroditism	None	610644	1	RSPO1	609595	NA
NA	NA	NA	1	C1orf109	614799	NA
NA	NA	NA	1	CDCA8	609977	possible pseudogene on chr.7
NA	NA	NA	1	EPHA10	611123	NA
NA	NA	NA	1	YRDC	612276	NA
NA	NA	NA	1	MFI2	600172	NA
NA	NA	NA	1	INPP5B	147264	NA
NA	NA	NA	1	SF3A60,SF3A3	605596	NA
NA	NA	NA	1	FHL3	602790	NA
NA	NA	NA	1	CGI94,UTP11L	609440	NA
NA	NA	NA	1	POU3F1	602479	NA
NA	NA	NA	1	RAGC,RRAGC	608267	NA
NA	NA	NA	1	MYCBP	606535	NA
NA	NA	NA	1	GJA9,GJD2	611923	NA
NA	NA	NA	1	AKIRIN1	615164	NA
NA	NA	NA	1	NDUFS5	603847	NA
NA	NA	NA	1	MACF1	608271	NA
NA	NA	NA	1	IPABP,PABPC4,PABPC1P2,APP1	603407	NA
NA	NA	NA	1	HEYL	609034	NA
NA	NA	NA	1	CNDP1,NT5C1A,CNI	610525	NA
NA	NA	NA	1	PPIE,CYP33	602435	NA
NA	NA	NA	1	OP2,BMP8B	602284	NA
NA	NA	NA	1	FLJ0030,OXCT2	610289	NA
NA	NA	NA	1	MYCL	164850	NA
Microcephaly 15, primary, autosomal recessive	Autosomal recessive	616486	1	MCPH15,MFSD2A	614397	NA
Ceroid lipofuscinosis, neuronal, 1	Autosomal recessive	256730	1	PPT1	600722	NA
NA	NA	NA	1	INSL3	180610	<800kb from MYCL1
Mandibuloacral dysplasia with type B lipodystrophy	Autosomal recessive	608612	1	MADB,FACE1,ZMPSTE24	606480	NA
Restrictive dermopathy, lethal	Autosomal recessive	275210	1	MADB,FACE1,ZMPSTE24	606480	NA
?Stickler syndrome, type V	Autosomal recessive	614284	1	STL5,COL9A2	120260	mutation identified in1 STL5 family
Intervertebral disc disease, susceptibility to	None	603932	1	STL5,COL9A2	120260	mutation identified in1 STL5 family
Epiphyseal dysplasia, multiple, 2	Autosomal dominant	600204	1	STL5,COL9A2	120260	mutation identified in1 STL5 family
NA	NA	NA	1	TLK1,RIMS3	611600	NA
NA	NA	NA	1	NFYC,CBFC	605344	NA
NA	NA	NA	1	MIR30C1	615151	NA
Deafness, autosomal dominant 2A	Autosomal dominant	600101	1	KCNQ4,DFNA2A	603537	NA
NA	NA	NA	1	CITED4	606815	NA
Immunodeficiency 24	None	615897	1	IMD24,CTPS1	123860	NA
NA	NA	NA	1	SCMH1	616396	NA
NA	NA	NA	1	FOXO6	611457	NA
NA	NA	NA	1	EDN2	131241	vasoactive intestinal contractor (VIC) = mouse and rat equivalent
NA	NA	NA	1	HIVEP3	606649	NA
NA	NA	NA	1	GUCA2B,UGN	601271	NA
NA	NA	NA	1	GUCA2A	139392	NA
NA	NA	NA	1	FOXJ3	616035	NA
NA	NA	NA	1	PPCS	609853	NA
NA	NA	NA	1	PPIH	606095	NA
NA	NA	NA	1	YBX1	154030	NA
Hypomagnesemia 5, renal, with ocular involvement	Autosomal recessive	248190	1	CLDN19,HOMG5	610036	NA
Osteogenesis imperfecta, type VIII	Autosomal recessive	610915	1	P3H1,OI8	610339	NA
Blood group, Scianna system	None	111750	1	ERMAP,DYX1	609017	NA
Blood group, Radin	None	111620	1	ERMAP,DYX1	609017	NA
NA	NA	NA	1	SLC2A1	143090	NA
GLUT1 deficiency syndrome 2, childhood onset	Autosomal dominant	612126	1	GLUT1DS,SLC2A1,PEA15,SDCHCN,DYT9,EIG12	138140	probably in 1p33
GLUT1 deficiency syndrome 1, infantile onset, severe	Autosomal recessive; Autosomal dominant	606777	1	GLUT1DS,SLC2A1,PEA15,SDCHCN,DYT9,EIG12	138140	probably in 1p33
Dystonia 9	Autosomal dominant	601042	1	GLUT1DS,SLC2A1,PEA15,SDCHCN,DYT9,EIG12	138140	probably in 1p33
Epilepsy, idiopathic generalized, susceptibility to, 12	Autosomal dominant	614847	1	GLUT1DS,SLC2A1,PEA15,SDCHCN,DYT9,EIG12	138140	probably in 1p33
Stomatin-deficient cryohydrocytosis with neurologic defects	Autosomal dominant	608885	1	GLUT1DS,SLC2A1,PEA15,SDCHCN,DYT9,EIG12	138140	probably in 1p33
NA	NA	NA	1	EBNA1BP2	614443	NA
NA	NA	NA	1	CFAP57	614259	NA
NA	NA	NA	1	TIE1	600222	NA
Thrombocytopenia, congenital amegakaryocytic	Autosomal recessive	604498	1	MPLV,MPL,THCYT2	159530	NA
Thrombocythemia 2	Autosomal dominant; Somatic mutation	601977	1	MPLV,MPL,THCYT2	159530	NA
Myelofibrosis with myeloid metaplasia, somatic	None	254450	1	MPLV,MPL,THCYT2	159530	NA
NA	NA	NA	1	CDC20	603618	pseudogene on 9q13-q21
NA	NA	NA	1	AQP9,ELOVL1	611813	NA
NA	NA	NA	1	MED8	607956	NA
Epileptic encephalopathy, early infantile, 18	Autosomal recessive	615476	1	SZT2,EIEE18	615463	NA
?Breasts and/or nipples, aplasia or hypoplasia of, 2	Autosomal recessive	616001	1	PTPRF,BNAH2	179590	mutation identified in 1 BNAH2 family
NA	NA	NA	1	KDM4A	609764	NA
Ptosis, hereditary congenital, 1	Autosomal dominant	178300	1	PTOS1	178300	NA
Mental retardation, autosomal recessive 12	None	611090	1	ST3GAL3,ST3GAL2,EIEE15	606494	NA
Epileptic encephalopathy, early infantile, 15	Autosomal recessive	615006	1	ST3GAL3,ST3GAL2,EIEE15	606494	NA
NA	NA	NA	1	IPO13	610411	NA
NA	NA	NA	1	DPH2	603456	NA
NA	NA	NA	1	ATP6V0B	603717	NA
NA	NA	NA	1	B4GALT2	604013	NA
NA	NA	NA	1	MGAT1,SLC6A9	601019	NA
NA	NA	NA	1	KLF17	609602	NA
NA	NA	NA	1	DMAP1	605077	NA
NA	NA	NA	1	ERI3	609917	NA
NA	NA	NA	1	RNF220	616136	NA
NA	NA	NA	1	KIF2C	604538	NA
NA	NA	NA	1	RPS8	600357	NA
NA	NA	NA	1	BEST4	607336	NA
NA	NA	NA	1	PLK3,CNKSR1	602913	previously assigned to 8p21 by FISH
NA	NA	NA	1	TCTEX1D4	611713	NA
Medulloblastoma	Autosomal dominant	155255	1	PTCH2	603673	NA
Basal cell nevus syndrome	Autosomal dominant	109400	1	PTCH2	603673	NA
Basal cell carcinoma, somatic	None	605462	1	PTCH2	603673	NA
Leukoencephalopathy with vanishing white matter	Autosomal recessive	603896	1	EIF2B3	606273	NA
Porphyria, hepatoerythropoietic	Autosomal dominant	176100	1	UROD	613521	NA
Porphyria cutanea tarda	Autosomal dominant	176100	1	UROD	613521	NA
Adenomas, multiple colorectal	None	608456	1	MUTYH	604933	NA
Gastric cancer, somatic	None	613659	1	MUTYH	604933	NA
Colorectal adenomatous polyposis, autosomal recessive, with pilomatricomas	Somatic mutation	132600	1	MUTYH	604933	NA
NA	NA	NA	1	TOE1	613931	NA
NA	NA	NA	1	TESK2	604746	NA
Methylmalonic aciduria and homocystinuria, cblC type	Autosomal recessive	277400	1	MMACHC	609831	NA
NA	NA	NA	1	PRDX1	176763	pseudogene PAGB on 9p22
NA	NA	NA	1	AKR1A1	103830	NA
NA	NA	NA	1	NASP	603185	NA
NA	NA	NA	1	IPP	147485	NA
NA	NA	NA	1	MAST2	612257	NA
NA	NA	NA	1	PIK3R3	606076	NA
NA	NA	NA	1	PRPF38B,TSPAN1	613170	NA
Muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type A, 3	Autosomal recessive	253280	1	POMGNT1,MDDGB3,MDDGC3,MDDGA3	606822	NA
Muscular dystrophy-dystroglycanopathy (limb-girdle), type C, 3	Autosomal recessive	613157	1	POMGNT1,MDDGB3,MDDGC3,MDDGA3	606822	NA
Muscular dystrophy-dystroglycanopathy (congenital with mental retardation), type B, 3	Autosomal recessive	613151	1	POMGNT1,MDDGB3,MDDGC3,MDDGA3	606822	NA
NA	NA	NA	1	LRAP35A,LURAP1	616129	NA
Lymphoma, non-Hodgkin, somatic	None	605027	1	RAD54L,HR54,HRAD54	603615	NA
Adenocarcinoma, colonic, somatic	None	NA	1	RAD54L,HR54,HRAD54	603615	NA
Breast cancer, invasive ductal	Autosomal dominant	114480	1	RAD54L,HR54,HRAD54	603615	NA
Bone mineral density QTL 14	None	612728	1	BMND14	612728	associated with rs17131547
Forsythe-Wakeling syndrome	Autosomal recessive	613606	1	FWS	613606	between rs2354462 and rs718883
Orofacial cleft 13	Autosomal dominant	613857	1	OFC13	613857	associated with rs3827730
Renal hypodysplasia, nonsyndromic, 1	Autosomal dominant	610805	1	RHDNS1	610805	max lod at D1S2652
NA	NA	NA	1	SKINTL	616392	NA
NA	NA	NA	1	UQCRH	613844	pseudogene on 1p36
NA	NA	NA	1	NSUN4	615394	NA
Drug addiction, susceptibility to	None	606581	1	FA2H	602935	NA
NA	NA	NA	1	CRX,DMBX1	607410	NA
NA	NA	NA	1	KNCN	611455	NA
NA	NA	NA	1	MKNK1	606724	NA
NA	NA	NA	1	CYP4B1	124075	NA
NA	NA	NA	1	CYP4A11	601310	NA
NA	NA	NA	1	CYPIVX1,CYP4X1	614999	NA
NA	NA	NA	1	CYP4A22	615341	NA
NA	NA	NA	1	PDZK1IP1	607178	near SLC in human, mouse, chicken, zebrafish
Leukemia, T-cell acute lymphocytic, somatic	None	613065	1	KRT7,TAL1	187040	proximal to MYCL1
Microcephaly 7, primary, autosomal recessive	Autosomal recessive	612703	1	STIL,PMEL	181590	within about 250kb of SCL
NA	NA	NA	1	CXCL9,CMPK1,UCK2,UMK	191710	NA
Anterior segment mesenchymal dysgenesis	Autosomal dominant	107250	1	PITX3,FOXE3	601094	NA
Aphakia, congenital primary	Autosomal recessive	610256	1	PITX3,FOXE3	601094	NA
NA	NA	NA	1	FOXD2	602211	NA
NA	NA	NA	1	TRABD2B	614913	NA
NA	NA	NA	1	HASH,SPATA6	613947	NA
NA	NA	NA	1	AGBL4	616476	NA
Neuropathy, paraneoplastic sensory	None	NA	1	ELAVL4	168360	NA
Chromosome 1p32-p31 deletion syndrome	Isolated cases	613735	1	C1DELp32p31,DEL1p32p31	613735	contiguous gene (4.93Mb) deletion syndrome
Parkinson disease 10	None	606852	1	PARK10	606852	max lod at D1S2652; ?associated with CDCP2
Spinocerebellar ataxia 37	Autosomal dominant	615945	1	SCA37	615945	between D1S200 and D1S2742
Stature QTL 23	None	613548	1	STQTL23	613548	linked to rs628667
NA	NA	NA	1	DMRTA2	614804	NA
NA	NA	NA	1	FAF1,HFAF1	604460	NA
NA	NA	NA	1	CDKN2C	603369	NA
NA	NA	NA	1	RNF11	612598	NA
NA	NA	NA	1	EPS15	600051	NA
NA	NA	NA	1	ORP9,OSBPL9	606737	NA
NA	NA	NA	1	NRD1	602651	NA
NA	NA	NA	1	RAB3B	179510	NA
NA	NA	NA	1	TXNDC12	609448	NA
NA	NA	NA	1	ZFYVE9	603755	NA
Meier-Gorlin syndrome 1	Autosomal recessive	224690	1	SLC25A15,ORC1	601902	NA
NA	NA	NA	1	ZCCHC11	613692	NA
NA	NA	NA	1	NPGPX,GPX7	615784	NA
NA	NA	NA	1	COA7	615623	NA
Leukoencephalopathy with dystonia and motor neuropathy	None	613724	1	CTDSP2	184755	NA
NA	NA	NA	1	PODN	608661	NA
Encephalopathy, acute, infection-induced, 4, susceptibility to	Autosomal recessive; Autosomal dominant	614212	1	IIAE4,CPT2	600650	formerly at 1p13
Myopathy due to CPT II deficiency	Autosomal recessive	255110	1	IIAE4,CPT2	600650	formerly at 1p13
CPT II deficiency, lethal neonatal	Autosomal recessive	608836	1	IIAE4,CPT2	600650	formerly at 1p13
CPT deficiency, hepatic, type II	Autosomal recessive	600649	1	IIAE4,CPT2	600650	formerly at 1p13
NA	NA	NA	1	MAGOH	602603	NA
Myocardial infarction, susceptibility to	None	608446	1	LRP8	602600	NA
NA	NA	NA	1	DMRTB1	614805	NA
NA	NA	NA	1	GLIS1	610378	NA
NA	NA	NA	1	NDC1	610115	NA
NA	NA	NA	1	DIO1,DIDO1	147892	NA
NA	NA	NA	1	CDCP2	612320	?associated with PARK10
NA	NA	NA	1	MRPL37	611843	NA
NA	NA	NA	1	SSBP3	607390	NA
NA	NA	NA	1	ACOT11,BFIT2	606803	NA
NA	NA	NA	1	TTC4	606753	pseudogene on 7p14-p13
NA	NA	NA	1	PARS2	612036	NA
NA	NA	NA	1	C1orf177,LEM	616446	NA
Desmosterolosis	Autosomal recessive	602398	1	DHCR24	606418	NA
Bartter syndrome, type 4a	Autosomal recessive	602522	1	BSND	606412	NA
Sensorineural deafness with mild renal dysfunction	Autosomal recessive	602522	1	BSND	606412	NA
Low density lipoprotein cholesterol level QTL 1	None	603776	1	NARC1,PCSK9,LDLCQ1	607786	NA
Hypercholesterolemia, familial, 3	None	603776	1	NARC1,PCSK9,LDLCQ1	607786	NA
NA	NA	NA	1	USP24	610569	NA
NA	NA	NA	1	PRKAA2	600497	NA
C8 deficiency, type I	Autosomal recessive	613790	1	C8A	120950	NA
C8 deficiency, type II	Autosomal recessive	613789	1	C8B	120960	NA
NA	NA	NA	1	DAB1	603448	NA
Corneal dystrophy, gelatinous drop-like	Autosomal recessive	204870	1	TACSTD2	137290	NA
NA	NA	NA	1	2ADUB,MYSM1	612176	NA
NA	NA	NA	1	JUN	165160	NA
NA	NA	NA	1	FGGY	611370	NA
NA	NA	NA	1	HOOK1	607820	NA
NA	NA	NA	1	CYP2J2	601258	NA
Acute insulin response	None	601676	1	AIRN	601676	NA
Asthma-related traits, susceptibility to, 4	None	610906	1	ASRT4	610906	max lod at D1S2890
Atrioventricular septal defect, susceptibility to, 1	None	606215	1	AVSD1	606215	NA
Orofacial cleft 14	Autosomal recessive	615892	1	OFC14	615892	NA
Omphalocele due to duplication of 1p31.3	Autosomal dominant	164750	1	DUP1p31.3,OPHLC,C1DUPp31.3	164750	duplication of 710kb at 1p31.3
Peripheral arterial occlusive disease 1	None	606787	1	PAOD1	606787	NA
Porokeratosis 5, disseminated superficial actinic	None	612293	1	DSAP3,POROK5	612293	NA
NA	NA	NA	1	NFIA	600727	NA
NA	NA	NA	1	TM2D1	610080	NA
NA	NA	NA	1	INADL	603199	NA
NA	NA	NA	1	KANK4	614612	NA
NA	NA	NA	1	USP1	603478	NA
Epileptic encephalopathy, early infantile, 23	Autosomal recessive	615859	1	EIEE23,DOCK7	615730	NA
Hypobetalipoproteinemia, familial, 2	Autosomal recessive	605019	1	ANGPTL3,FHBL2	604774	NA
Autoimmune disease, susceptibility to, 1	None	607836	1	VAMAS2,AIS1,FOXD3	611539	NA
Congenital disorder of glycosylation, type Ic	Autosomal recessive	603147	1	ALG6,CDG1C	604566	NA
NA	NA	NA	1	ITGB3BP	605494	NA
Congenital disorder of glycosylation, type It	Autosomal recessive	614921	1	GSD14,CDG1T,PGM1	171900	distal to ACADM; formerly 1p22.1
NA	NA	NA	1	RORA,ROR1	602336	NA
NA	NA	NA	1	RAVER2	609953	NA
NA	NA	NA	1	JAK1	147795	related gene on 9p24
NA	NA	NA	1	MIR101-1	612511	another locus, MIRN101-2, on 9p24
NA	NA	NA	1	AK4	103030	NA
Parkinson disease 19, juvenile-onset	Autosomal recessive	615528	1	DJC6,DNAJC6,PARK19	608375	NA
NA	NA	NA	1	LEPROT	613461	transcribed in same direction as LEPR
Obesity, morbid, due to leptin receptor deficiency	None	614963	1	LEPRD,LEPR	601007	NA
NA	NA	NA	1	PDE4B	600127	NA
NA	NA	NA	1	SGIP1	611540	NA
NA	NA	NA	1	INSL5	606413	NA
Schneckenbecken dysplasia	Autosomal recessive	269250	1	SLC35D1	610804	NA
Inflammatory bowel disease 17, protection against	None	612261	1	IL23R,IBD17	607562	NA
Psoriasis, protection against	None	605606	1	IL23R,IBD17	607562	NA
NA	NA	NA	1	IL12RB2	601642	NA
NA	NA	NA	1	SERBP1	607378	NA
NA	NA	NA	1	GADD45A	126335	NA
NA	NA	NA	1	GNG12	615405	NA
NA	NA	NA	1	GNG12AS1	615406	NA
NA	NA	NA	1	DIRAS3	605193	NA
NA	NA	NA	1	WLS	611514	NA
Retinitis pigmentosa 20	None	613794	1	RPE65	180069	NA
Leber congenital amaurosis 2	Autosomal recessive	204100	1	RPE65	180069	NA
NA	NA	NA	1	DEPDC1	612002	NA
Biliary cirrhosis, primary, 3	None	613008	1	PBC3	613008	associated with rs3790567
Spastic paraplegia 29, autosomal dominant	Autosomal dominant	609727	1	SPG32	609727	max lod at D1S2865
NA	NA	NA	1	LRRC7,DENSIN	614453	NA
NA	NA	NA	1	PIN1P1	602051	?transcribed pseudogene
NA	NA	NA	1	SRSF11	602010	NA
NA	NA	NA	1	ANKRD13C	615125	NA
NA	NA	NA	1	HHLA3	604372	NA
Homocysteine, total plasma, elevated	None	NA	1	VSIG2	607657	previously assigned to chr.16
Cystathioninuria	Autosomal recessive	219500	1	VSIG2	607657	previously assigned to chr.16
NA	NA	NA	1	PTGER3	176806	NA
NA	NA	NA	1	ZRANB2	604347	NA
NA	NA	NA	1	NEGR1	613173	NA
NA	NA	NA	1	FPGT	603609	NA
?Cardiac conduction disease with or without dilated cardiomyopathy	Autosomal dominant	616117	1	TNNI3K,CCDD	613932	mutation identified in 1 CCDD family
NA	NA	NA	1	CRYZ	123691	NA
NA	NA	NA	1	TYW3	611245	NA
NA	NA	NA	1	LHX8	604425	NA
Acyl-CoA dehydrogenase, medium chain, deficiency of	Autosomal recessive	201450	1	ACADM	607008	NA
NA	NA	NA	1	RABGGTB	179080	NA
NA	NA	NA	1	MSH4	602105	NA
NA	NA	NA	1	ST6GALNAC3	610133	NA
NA	NA	NA	1	ST6GALNAC5	610134	NA
NA	NA	NA	1	PIGK	605087	NA
NA	NA	NA	1	AK5	608009	NA
NA	NA	NA	1	USP33	615146	NA
Cardiomyopathy, hypertrophic, 20	Autosomal dominant	613876	1	CMH20,NEXN,CMD1CC	613121	NA
Cardiomyopathy, dilated, 1CC	None	613122	1	CMH20,NEXN,CMD1CC	613121	NA
NA	NA	NA	1	FUBP1,FBP1	603444	NA
NA	NA	NA	1	PTGFR	600563	NA
NA	NA	NA	1	IFI44L	613975	NA
NA	NA	NA	1	P44,IFI44	610468	NA
NA	NA	NA	1	ADGRL4,ELTD1	616419	NA
NA	NA	NA	1	ERVW-5,LPHN2,ADGRL2,CIRL2	607018	NA
NA	NA	NA	1	PRKACB	176892	NA
NA	NA	NA	1	DNASE2B	608057	NA
Melanoma, cutaneous malignant, 4	None	608035	1	CMM4	608035	between D1S430 and D1S2664
Kala-azar, susceptibility to, 2	None	611381	1	KAZA2	611381	NA
Urate oxidase deficiency	None	NA	1	UOX	191540	nonsense mutations responsible for absence of enzyme in man and hominoid primates
NA	NA	NA	1	GNG5	600874	NA
NA	NA	NA	1	CTBS	600873	NA
NA	NA	NA	1	LPAR3	605106	NA
NA	NA	NA	1	MCOLN2	607399	incorrectly assigned to chr.3
NA	NA	NA	1	MCOLN3	607400	NA
?Immunodeficiency 37	Autosomal recessive	616098	1	IMD37,BCL10	603517	mutation identified in 1 IMD37 patient
Sezary syndrome, somatic	None	NA	1	IMD37,BCL10	603517	mutation identified in 1 IMD37 patient
Mesothelioma, somatic	None	156240	1	IMD37,BCL10	603517	mutation identified in 1 IMD37 patient
Male germ cell tumor, somatic,	None	273300	1	IMD37,BCL10	603517	mutation identified in 1 IMD37 patient
Lymphoma, follicular, somatic	None	605027	1	IMD37,BCL10	603517	mutation identified in 1 IMD37 patient
Lymphoma, MALT, somatic	None	137245	1	IMD37,BCL10	603517	mutation identified in 1 IMD37 patient
NA	NA	NA	1	DDAH1	604743	NA
NA	NA	NA	1	CYR61	602369	NA
NA	NA	NA	1	COL24A1	610025	NA
NA	NA	NA	1	CLCA2	604003	NA
NA	NA	NA	1	CLCA1	603906	NA
NA	NA	NA	1	CLCA3P	604337	NA
NA	NA	NA	1	SEP15	606254	NA
NA	NA	NA	1	HS2ST1	604844	NA
NA	NA	NA	1	LMO4	603129	NA
NA	NA	NA	1	PKN2,PAK2	602549	NA
NA	NA	NA	1	GTF2B,TF2B	189963	NA
NA	NA	NA	1	CCBL2	610656	NA
NA	NA	NA	1	GBP3	600413	NA
NA	NA	NA	1	GBP1	600411	NA
NA	NA	NA	1	GBP2	600412	NA
NA	NA	NA	1	GBP7	612468	NA
NA	NA	NA	1	GBP4	612466	NA
NA	NA	NA	1	GBP5	611467	NA
NA	NA	NA	1	GBP6	612467	NA
NA	NA	NA	1	TALRRP,LRRC8B	612888	NA
NA	NA	NA	1	FAD158,LRRC8C	612889	NA
NA	NA	NA	1	LRRC8D	612890	NA
NA	NA	NA	1	ZNF326	614601	NA
NA	NA	NA	1	BARHL2	605212	NA
Myopia 21, autosomal dominant	Autosomal dominant	614167	1	MYP21,ZNF644	614159	NA
Premature ovarian failure 9	Autosomal recessive	615724	1	HFM1,POF9	615684	NA
Deafness, autosomal recessive 32	Autosomal recessive	608653	1	DFNB32	608653	max lod at D1S21401
NA	NA	NA	1	CDC7	603311	NA
NA	NA	NA	1	TGFBR3	600742	NA
NA	NA	NA	1	BRDT	602144	NA
Glomuvenous malformations	Autosomal dominant	138000	1	GLMN	601749	NA
NA	NA	NA	1	RPAP2	611476	NA
Neutropenia, severe congenital 2, autosomal dominant	None	613107	1	GFI1,SCN2	600871	NA
Neutropenia, nonimmune chronic idiopathic, of adults	None	607847	1	GFI1,SCN2	600871	NA
NA	NA	NA	1	EVI5	602942	NA
Diamond-Blackfan anemia 6	None	612561	1	DBA6,RPL5	603634	NA
NA	NA	NA	1	FAM69A	614542	NA
NA	NA	NA	1	MTF2	609882	NA
NA	NA	NA	1	DR1	601482	NA
NA	NA	NA	1	FNBP1L	608848	NA
NA	NA	NA	1	BCAR3	604704	NA
NA	NA	NA	1	FCF2,DNTTIP2	611199	NA
Myocardial infarction, susceptibility to	None	608446	1	GCLM	601176	NA
Retinal dystrophy, early-onset severe	Autosomal recessive	248200	1	ABCA4	601691	NA
Fundus flavimaculatus	Autosomal recessive	248200	1	ABCA4	601691	NA
Cone-rod dystrophy 3	None	604116	1	ABCA4	601691	NA
Macular degeneration, age-related, 2	Autosomal dominant	153800	1	ABCA4	601691	NA
Stargardt disease 1	Autosomal recessive	248200	1	ABCA4	601691	NA
Retinitis pigmentosa 19	None	601718	1	ABCA4	601691	NA
NA	NA	NA	1	ARHGAP29	610496	NA
Retinitis pigmentosa 32	None	609913	1	RP32	609913	max lod at D1S485
Stature QTL 7	None	609822	1	STQTL7	609822	max lod at D1S1631
Waardenburg syndrome, type 2B	Autosomal dominant	600193	1	WS2B	600193	NA
?Bile acid synthesis defect, congenital, 5	Autosomal recessive	616278	1	CBAS5,ABCD3	170995	mutation identified in 1 CBAS5 family
NA	NA	NA	1	CNTN1,TFA	134390	NA
NA	NA	NA	1	CNN3	602374	NA
?Myasthenic syndrome, congenital, 15, without tubular aggregates	None	616227	1	CMS15,ALG14	612866	mutation identified in 1 CMSWTA family
NA	NA	NA	1	RSUME,RWDD3	615875	NA
NA	NA	NA	1	NPTB,PTBP2	608449	NA
Dihydropyrimidine dehydrogenase deficiency	Autosomal recessive	274270	1	DPYD	612779	NA
5-fluorouracil toxicity	Autosomal recessive	274270	1	DPYD	612779	NA
NA	NA	NA	1	MIR137	614304	NA
NA	NA	NA	1	SNX7	614904	NA
NA	NA	NA	1	KIAA0455,LPPR4,IER3	607813	NA
NA	NA	NA	1	PALMD	610182	NA
NA	NA	NA	1	FRRS1	611578	NA
Glycogen storage disease IIIb	Autosomal recessive	232400	1	AGL,GDE	610860	NA
Glycogen storage disease IIIa	Autosomal recessive	232400	1	AGL,GDE	610860	NA
?Arthrogryposis, mental retardation, and seizures	Autosomal recessive	615553	1	AMRS,SLC35A3	605632	mutation identified in 1 family
?Microcephaly 14, primary, autosomal recessive	Autosomal recessive	616402	1	SASS6,MCPH14	609321	mutation identified in 1 MCPH14 family
Maple syrup urine disease, type II	Autosomal recessive	248600	1	BCATE2,DBT	248610	pseudogene on 3q24
NA	NA	NA	1	RTCA	611286	NA
NA	NA	NA	1	CDC14A	603504	?7p11
NA	NA	NA	1	VCAM1	192225	NA
NA	NA	NA	1	EXTL2	602411	NA
NA	NA	NA	1	SLC30A7	611149	NA
NA	NA	NA	1	HSPC143,DPH5	611075	NA
NA	NA	NA	1	S1PR1,HEXIM1,S1P1	601974	NA
Hypotrichosis 5	None	612841	1	MUHH2,HYPT5	612841	max lod at D1S2881
Mental retardation, autosomal recessive, 4	None	611107	1	MRTO4	611107	between D2S429 and D1S187
NA	NA	NA	1	OLFM3	607567	NA
Lumbar disc herniation, susceptibility to	None	603932	1	COL11A1	120280	NA
Stickler syndrome, type II	Autosomal dominant	604841	1	COL11A1	120280	NA
Marshall syndrome	Autosomal dominant	154780	1	COL11A1	120280	NA
Fibrochondrogenesis 1	Autosomal recessive	228520	1	COL11A1	120280	NA
NA	NA	NA	1	AMY2B	104660	distal to NGFB
NA	NA	NA	1	AMY2A	104650	NA
NA	NA	NA	1	AMY1A	104700	multiple amylase genes
NA	NA	NA	1	AMY1B	104701	NA
NA	NA	NA	1	AMY1C	104702	NA
NA	NA	NA	1	CYMP	118943	NA
Vesicoureteral reflux	Autosomal dominant	193000	1	VUR	193000	NA
NA	NA	NA	1	PRMT6	608274	NA
NA	NA	NA	1	LMNT1,NTNG2,NTNG1	608818	NA
NA	NA	NA	1	VAV3	605541	NA
NA	NA	NA	1	NBPF4	613994	NA
NA	NA	NA	1	NBPF5P	613995	NA
NA	NA	NA	1	NBPF6	613996	NA
NA	NA	NA	1	HENMT1	612178	NA
Chudley-McCullough syndrome	Autosomal recessive	604213	1	PINS,CMCS,GPSM2	609245	NA
NA	NA	NA	1	NEMITIN,WDR47	615734	NA
NA	NA	NA	1	KIAA1324	611298	NA
NA	NA	NA	1	SARS2,SARS	607529	NA
NA	NA	NA	1	CELSR2	604265	NA
NA	NA	NA	1	PSRC1	613126	NA
Low density lipoprotein cholesterol level QTL6	None	613589	1	SORT1,LDLCQ6	602458	NA
NA	NA	NA	1	PSC5,PSMA5	176844	NA
NA	NA	NA	1	AMIGO1,ALI2	615689	NA
NA	NA	NA	1	GPR61	606916	NA
Auriculocondylar syndrome 1	Autosomal dominant	602483	1	GNAI3,ARCND1	139370	NA
NA	NA	NA	1	MIR197	611189	NA
Achromatopsia-4	None	613856	1	GNAT2	139340	NA
Pontocerebellar hypoplasia, type 9	Autosomal recessive	615809	1	AMPD2,PCH9	102771	mutation identified in 1 SPG63 family
?Spastic paraplegia 63	Autosomal recessive	615686	1	AMPD2,PCH9	102771	mutation identified in 1 SPG63 family
NA	NA	NA	1	GSTM4	138333	NA
NA	NA	NA	1	GSTM2	138380	NA
NA	NA	NA	1	GSTM1	138350	NA
NA	NA	NA	1	GSTM5	138385	pseudogene on chr.3
NA	NA	NA	1	GSTM3	138390	NA
NA	NA	NA	1	EPS8R3,EPS8L3	614989	NA
NA	NA	NA	1	CSF1	120420	incorrectly assigned to chr.5
NA	NA	NA	1	DCAL,AHCYL1	607826	NA
Frontonasal dysplasia 1	Autosomal recessive	136760	1	ALX3,FND1	606014	NA
NA	NA	NA	1	UBL4B	611127	NA
Mental retardation, autosomal recessive 48	Autosomal recessive	616269	1	NTT4,SLC6A17,MRT48	610299	NA
NA	NA	NA	1	KCNC4	176265	NA
Megakaryoblastic leukemia, acute	None	606077	1	SPEN,RBM15	606077	NA
NA	NA	NA	1	LAMTOR5	608521	NA
NA	NA	NA	1	PKN1,PROK1	606233	NA
NA	NA	NA	1	KCNA10	602420	NA
Epileptic encephalopathy, early infantile, 32	Autosomal dominant	616366	1	KCNA2,EIEE32	176262	NA
NA	NA	NA	1	KCNA3	176263	mapped probably in error to chr.13
